등록번호,처리상태,관할기관,행정구역,노선,방향,지번주소,도로명주소,파손종류
20231231900186010,보수,성동,중랑구,중곡~신내선,중랑시계 (신내동 산 2-1),서울 중랑구 면목동 1366,서울특별시 중랑구 용마산로45길 48,포트홀
20231231600225070,보수,성동,동대문구,흥인~면목선,면목동 (면목동 1084),서울 동대문구 답십리동 112-3,서울특별시 동대문구 답십리로41길 33,포트홀
20231231600195070,보수,동부,송파구,장지~성수선,송파구시계 (장지동576),서울 송파구 가락동 184-23,서울특별시 송파구 송파대로 257,포트홀
20231231600193070,보수,성동,동대문구,흥인~면목선,흥인로타리 (흥인동 3-8),서울 동대문구 장안동 469-2,서울특별시 동대문구 사가정로 245-3,포트홀
20231231600083070,보수,성동,중랑구,중곡~신내선,중랑시계 (신내동 산 2-1),서울 중랑구 면목동 1316-5,서울특별시 중랑구 용마산로 지하 227,포트홀
20231231600070070,보수,동부,송파구,장지~성수선,송파구시계 (장지동576),서울 송파구 문정동 315-2,서울특별시 송파구 새말로5길 27,포트홀
20231231600060070,보수,성동,중랑구,온수~망우선,오류동시계 (온수동산17),서울 중랑구 상봉동 160-10,서울특별시 중랑구 망우로 252,포트홀
20231231058446010,보수,시설관리공단,강남구,,,서울 강남구 삼성동 185-3,,포트홀
20231231058432010,보수,동부,송파구,사당~암사선,남성초교 (사당동산24-2),서울 송파구 잠실동 123,서울특별시 송파구 올림픽로 49,포트홀
20231230900634010,보수,동부,강동구,방화~사가정선,행주대교,서울 강동구 길동 369-6,서울특별시 강동구 양재대로 1505,포트홀
20231230900212010,보수,동부,송파구,장지~성수선,송파구시계 (장지동576),서울 송파구 송파동 2-13,서울특별시 송파구 송파대로 388,포트홀
20231230900209010,보수,동부,송파구,장지~성수선,송파구시계 (장지동576),서울 송파구 잠실동 41,,포트홀
20231230900169010,보수,강서,강서구,신월~목동선,강서소방서 목동출장소 (목동900-12),서울 강서구 화곡동 940-3,서울특별시 강서구 곰달래로 248,포트홀
20231230600118070,보수,동부,강동구,서린~상일선,강동구시계 (상일동산8),서울 강동구 성내동 450-45,서울특별시 강동구 천호대로 1128-1,포트홀
20231230600105070,보수,동부,송파구,장지~성수선,송파구시계 (장지동576),서울 송파구 문정동 315-2,서울특별시 송파구 송파대로20길 4,포트홀
20231230600101070,보수,강서,양천구,방화~사가정선,면목동 (면목동 524-33),서울 양천구 신월동 818,서울특별시 양천구 남부순환로 452,포트홀
20231230600095070,보수,시설관리공단,마포구,내부순환도시고속도로,마포구 성산동,서울 마포구 망원동 222,,포트홀
20231230600094070,보수,동부,송파구,장지~성수선,송파구시계 (장지동576),서울 송파구 석촌동 328,서울특별시 송파구 송파대로 384,포트홀
20231230600090070,보수,동부,송파구,장지~성수선,송파구시계 (장지동576),서울 송파구 문정동 315-2,서울특별시 송파구 송파대로20길 4,포트홀
20231230600087070,보수,동부,송파구,장지~성수선,성동교 남단,서울 송파구 가락동 172-9,서울특별시 송파구 송파대로32길 15,포트홀
20231230600086070,보수,동부,송파구,장지~성수선,송파구시계 (장지동576),서울 송파구 문정동 158-1,,포트홀
20231230600081070,보수,동부,송파구,,,서울 송파구 가락동 172-9,서울특별시 송파구 송파대로32길 15,포트홀
20231230600080070,보수,동부,강동구,서린~상일선,광화문우체국 (서린동139-7),서울 강동구 길동 176-3,서울특별시 강동구 천호대로 1231,포트홀
20231230600069070,보수,시설관리공단,영등포구,올림픽대로,행주대교 남단 (개화I.C),서울 영등포구 여의도동 19,,포트홀
20231230600038070,보수,동부,송파구,장지~성수선,송파구시계 (장지동576),서울 송파구 문정동 312-2,서울특별시 송파구 송파대로 111,포트홀
20231230600017070,보수,동부,송파구,장지~성수선,성동교 남단,서울 송파구 신천동 3,서울특별시 송파구 송파대로 570,포트홀
20231230600014070,보수,동부,강동구,서린~상일선,강동구시계 (상일동산8),서울 강동구 길동 176-3,서울특별시 강동구 천호대로 1240,포트홀
20231229900242010,보수,강서,양천구,신월~가양선,신월동시계 (신월5동36),서울 양천구 신월동 258,서울특별시 양천구 남부순환로 303,포트홀
20231229900055010,보수,강서,양천구,신월~노량진선,남부순환로 (신월동438-8),서울 양천구 목동 404-171,서울특별시 양천구 오목로 351,포트홀
20231229600025070,보수,강서,양천구,궁동~영등포선,,서울 양천구 신정동 813-1,,포트홀
20231229600021070,보수,시설관리공단,서초구,올림픽대로,행주대교 남단 (개화I.C),서울 서초구 반포동 1333-1,,포트홀
20231229600002070,보수,북부,성북구,,,,서울 성북구 정릉동 155-1,포트홀
20231229160655001,보수,성동,중랑구,온수~망우선,,중랑구 망우동 534-5,중랑구 망우로 443 (441호),포트홀
20231229160602001,보수,성동,동대문구,온수~망우선,,동대문구 용두동 237-10,동대문구 왕산로 78,포트홀
20231229160452001,보수,성동,동대문구,흥인~면목선,,동대문구 전농동 42-4,동대문구 사가정로 149,포트홀
20231229141134001,보수,강서,구로구,,,,금천구 벚꽃로56길 190,포트홀
20231229141118001,보수,강서,구로구,온수~망우선,중랑구시계 (망우동산52-4),,구로구 경인로 518,포트홀
20231229141059001,보수,강서,영등포구,온수~망우선,중랑구시계 (망우동산52-4),영등포구 여의도동 2-11,영등포구 여의대로 8,포트홀
20231229141042001,보수,강서,영등포구,궁동~영등포선,영등포로타리 (영등포동1가94),,영등포구 영등포로53길 1,포트홀
20231229141013001,보수,강서,강서구,신월~신당선,신월I.C,강서구 화곡동 944-4,강서구 국회대로 233,포트홀
20231229141002001,보수,강서,강서구,신월~화곡선,신월동시계 (신월동산29-125),강서구 화곡동 662-19,강서구 가로공원로 183,포트홀
20231229140951001,보수,강서,양천구,독산~등촌선,등촌동로타리 (등촌동 505-23),양천구 목동 813,양천구 등촌로 40,포트홀
20231229140939001,보수,강서,양천구,신월~목동선,강서소방서 목동출장소 (목동900-12),양천구 목동 868,양천구 목동중앙서로 20,포트홀
20231229140926001,보수,강서,강서구,신월~목동선,강서소방서 목동출장소 (목동900-12),강서구 화곡동 940-3,강서구 곰달래로 248-1,포트홀
20231229140912001,보수,강서,강서구,신월~목동선,강서소방서 목동출장소 (목동900-12),,강서구 곰달래로 248,포트홀
20231229140858001,보수,강서,강서구,신월~목동선,남부순환로 (신월동223-1),강서구 화곡동 940-2,강서구 곰달래로 271,포트홀
20231229140846001,보수,강서,강서구,과해~삼성선,삼성동171-3,강서구 화곡동 1106-5,강서구 공항대로 432,포트홀
20231229140832001,보수,강서,강서구,과해~삼성선,김포공항 정문 (과해동624-10),,강서구 공항대로 571,포트홀
20231229140819001,보수,강서,강서구,신월~가양선,신월동시계 (신월5동36),,강서구 화곡로 301,포트홀
20231229140807001,보수,강서,양천구,신월~노량진선,남부순환로 (신월동438-8),,양천구 오목로 183,포트홀
20231229140746001,보수,강서,영등포구,양평~노고산선,신촌로타리 (노고산동57),,영등포구 의사당대로 3,포트홀
20231229140734001,보수,강서,구로구,독산~등촌선,등촌동로타리 (등촌동 505-23),구로구 구로동 462-1,구로구 구로동로 212,포트홀
20231229140718001,보수,강서,구로구,,,구로구 개봉동 426,구로구 남부순환로95길 88,포트홀
20231229140702001,보수,강서,구로구,,,구로구 개봉동 232-16,구로구 남부순환로95길 88,포트홀
20231229140632001,보수,강서,강서구,방화~염창선,양화교,,강서구 양천로 658,포트홀
20231229140620001,보수,강서,양천구,방화~사가정선,면목동 (면목동 524-33),,양천구 남부순환로 291,포트홀
20231229140607001,보수,강서,양천구,궁동~영등포선,구로구시계 (궁동 산1-71),양천구 신정동 322-4,양천구 목동서로 355,포트홀
20231229140554001,보수,강서,양천구,궁동~영등포선,구로구시계 (궁동 산1-71),,양천구 목동서로 340,포트홀
20231229140540001,보수,강서,양천구,신정이펜하우스~남부순환로,남부순환로 (신월지하차도),,양천구 신월로 372,포트홀
20231229140529001,보수,강서,양천구,,,,양천구 중앙로 245,포트홀
20231229140517001,보수,강서,양천구,,,양천구 신월동 840,양천구 국회대로 36,포트홀
20231229140443001,보수,강서,양천구,신월~신당선,한양공고앞 (신당동251),양천구 목동 919-1,양천구 목동서로 192,포트홀
20231229140427001,보수,강서,양천구,신월~신당선,한양공고앞 (신당동251),,양천구 목동서로 186,포트홀
20231229140406001,보수,강서,구로구,독산~등촌선,등촌동로타리 (등촌동 505-23),,구로구 구로중앙로 178-1,포트홀
20231229140350001,보수,강서,영등포구,,,,영등포구 여의대로 60,포트홀
20231229140323001,보수,강서,강서구,방화~염창선,개화국교앞 (방화동518-7),,강서구 양천로 401,포트홀
20231229140311001,보수,강서,강서구,과해~삼성선,김포공항 정문 (과해동624-10),강서구 등촌동 665-15,강서구 공항대로 351,포트홀
20231229140258001,보수,강서,강서구,과해~삼성선,,강서구 등촌동 607-5,강서구 공항대로 508,포트홀
20231229140243001,보수,강서,강서구,과해~삼성선,삼성동171-3,,강서구 공항대로 432,포트홀
20231229140230001,보수,강서,강서구,신월~가양선,올림픽대로 유출입램프 (가양2동 강변 아파트 3단지),강서구 가양동 448-45,강서구 양천로 497,포트홀
20231229082515001,보수,시설관리공단,금천구,서부간선,사천교로타리 (연희동446-13),,,포트홀
20231229082249001,보수,시설관리공단,서대문구,내부순환도시고속도로,마포구 성산동,,서대문구 연희로 261-60,포트홀
20231229082210001,보수,시설관리공단,종로구,내부순환도시고속도로,마포구 성산동,,종로구 평창24길 18-17,포트홀
20231229082150001,보수,시설관리공단,성북구,내부순환도시고속도로,마포구 성산동,,성북구 월곡로10길 74,포트홀
20231229082125001,보수,시설관리공단,성동구,동부간선,노원구 상계동시계,,,포트홀
20231229082054001,보수,시설관리공단,노원구,동부간선,노원구 상계동시계,,노원구 한글비석로 6,포트홀
20231229082029001,보수,시설관리공단,양천구,신월~신당선,신월I.C,,양천구 국회대로 277,포트홀
20231229082013001,보수,시설관리공단,양천구,신월~신당선,신월I.C,,,포트홀
20231229081948001,보수,시설관리공단,강서구,올림픽대로,행주대교 남단 (개화I.C),,,포트홀
20231229081915001,보수,시설관리공단,강남구,동부간선,노원구 상계동시계,강남구 삼성동 186-5,강남구 테헤란로115길 30,포트홀
20231229058100010,보수,동부,강남구,서초~개포선,양재3로타리 (개포2동178),서울 강남구 신사동 667-35,서울특별시 강남구 압구정로 210,포트홀
20231228900246010,보수,강서,영등포구,,,서울 영등포구 여의도동 2-11,,포트홀
20231228900042010,보수,동부,송파구,,,서울 송파구 삼전동 88,서울특별시 송파구 백제고분로 253,포트홀
20231228600022070,보수,동부,강남구,,,서울 강남구 자곡동 355-1,서울특별시 강남구 밤고개로 206,포트홀
20231228600004070,보수,강서,구로구,신도림~구로선,가마산로 293 (거리공원오거리),서울 구로구 구로동 50,서울특별시 구로구 가마산로 293,포트홀
20231228600002070,보수,동부,강동구,사당~암사선,신창아파트R (암사동462),서울 강동구 성내동 62-1,서울특별시 강동구 올림픽로 630,포트홀
20231228170854001,보수,남부,영등포구,,,,영등포구 가마산로 581,포트홀
20231228170829001,보수,남부,동작구,신월~노량진선,남부순환로 (신월동438-8),동작구 대방동 102-1,동작구 노량진로 22,포트홀
20231228170810001,보수,남부,동작구,신월~노량진선,남부순환로 (신월동438-8),,동작구 노량진로 202,포트홀
20231228170744001,보수,남부,동작구,사당~서빙고선,남태령 (사당동산93-2),,동작구 동작대로 77,포트홀
20231228170726001,보수,남부,관악구,사당~서빙고선,남태령 (사당동산93-2),관악구 남현동 708-348,관악구 과천대로 915,포트홀
20231228170706001,보수,남부,관악구,방화~사가정선,면목동 (면목동 524-33),,관악구 남부순환로 1578,포트홀
20231228170431001,보수,남부,관악구,방화~사가정선,면목동 (면목동 524-33),,관악구 남부순환로 1458,포트홀
20231228170403001,보수,남부,관악구,방화~사가정선,면목동 (면목동 524-33),관악구 신림동 538,관악구 남부순환로 1466,포트홀
20231228170341001,보수,남부,금천구,방화~사가정선,면목동 (면목동 524-33),,금천구 남부순환로 1428,포트홀
20231228170319001,보수,남부,금천구,방화~사가정선,면목동 (면목동 524-33),,금천구 남부순환로 1388,포트홀
20231228170252001,보수,남부,금천구,방화~사가정선,면목동 (면목동 524-33),금천구 독산동 996-3,금천구 남부순환로 1354,포트홀
20231228162503001,보수,성동,광진구,구의~광장선,,광진구 광장동 515-6,광진구 아차산로 498,포트홀
20231228162358001,보수,성동,성동구,을지~둔촌선,,성동구 도선동 417,성동구 왕십리로 318 (이면도로 진입로),포트홀
20231228162106001,보수,성동,중랑구,흥인~면목선,,중랑구 면목동 524-9,중랑구 사가정로 427,포트홀
20231228162010001,보수,성동,중랑구,흥인~면목선,,중랑구 면목동 524-33,중랑구 사가정로 433 (유턴차로),포트홀
20231228161950001,보수,성동,중랑구,흥인~면목선,,중랑구 면목동 524-33,중랑구 사가정로 433 (유턴차로),포트홀
20231228161931001,보수,성동,중랑구,흥인~면목선,,중랑구 면목동 524-33,중랑구 사가정로 433 (유턴차로),포트홀
20231228161741001,보수,성동,중랑구,온수~망우선,,중랑구 상봉동 160-10,중랑구 망우로 252 (동일로지하차도 버스차로),포트홀
20231228145242001,보수,성동,성동구,서린~상일선,,성동구 용답동 224-1,성동구 천호대로 336,포트홀
20231228144944001,보수,성동,동대문구,회기~번동선,,동대문구 이문동 255-4,동대문구 이문로 184 (184호 월편),포트홀
20231228144641001,보수,성동,중랑구,이문~신내선,,중랑구 신내동 664,중랑구 봉화산로 194 (신내동 661동),포트홀
20231228144529001,보수,성동,중랑구,이문~신내선,,중랑구 상봉동 493,중랑구 봉화산로 174,포트홀
20231228144430001,보수,성동,성동구,용산~성수선,,성동구 성수동1가 683-3,,포트홀
20231228144136001,보수,성동,동대문구,온수~망우선,,동대문구 청량리동 819,동대문구 왕산로 195,포트홀
20231228143903001,보수,성동,동대문구,창신~답십리선,,동대문구 전농동 135-24,동대문구 전농로 192,포트홀
20231228094355001,보수,시설관리공단,강서구,올림픽대로,행주대교 남단 (개화I.C),,,포트홀
20231228094325001,보수,시설관리공단,강서구,올림픽대로,강동구 시계 (하일I.C),,,포트홀
20231228094302001,보수,시설관리공단,강서구,올림픽대로,강동구 시계 (하일I.C),,강서구 양천로27길 261-40,포트홀
20231228094210001,보수,시설관리공단,동작구,올림픽대로,강동구 시계 (하일I.C),,,포트홀
20231228094152001,보수,시설관리공단,동작구,올림픽대로,강동구 시계 (하일I.C),,동작구 현충로 11,포트홀
20231228094105001,보수,시설관리공단,영등포구,올림픽대로,강동구 시계 (하일I.C),,,포트홀
20231228094012001,보수,시설관리공단,강남구,내곡~월곡선,미아로타리 (하월곡동181),,,포트홀
20231228093911001,보수,시설관리공단,강남구,동부간선,강남구 세곡동 시계,,강남구 광평로 318,포트홀
20231228093844001,보수,시설관리공단,강남구,동부간선,강남구 세곡동 시계,,,포트홀
20231228093800001,보수,시설관리공단,강동구,올림픽대로,행주대교 남단 (개화I.C),,,포트홀
20231228057952010,보수,강서,양천구,,,서울 양천구 신월동 790,서울특별시 양천구 남부순환로 370,포트홀
20231228057943010,보수,강서,양천구,,,서울 양천구 신정동 1072,서울특별시 양천구 목동로 221,포트홀
20231228057918010,보수,시설관리공단,금천구,,,서울 금천구 독산동 759-6,,포트홀
20231228057900010,보수,시설관리공단,마포구,,,서울 마포구 합정동 344,,포트홀
20231228057869010,보수,강서,강서구,과해~삼성선,삼성동171-3,서울 강서구 등촌동 607-5,서울특별시 강서구 공항대로 508,포트홀
20231228057866010,보수,동부,강남구,방화~사가정선,면목동 (면목동 524-33),서울 강남구 일원동 470-1,,포트홀
20231228057816010,보수,시설관리공단,마포구,,,서울 마포구 상암동 487-128,,포트홀
20231228057815010,보수,북부,성북구,창신~답십리선,숭인동로타리 (창신동268),서울 성북구 안암동5가 145-3,서울특별시 성북구 고려대로 73,포트홀
20231228057791010,보수,북부,노원구,,,서울 노원구 공릉동 385-4,서울특별시 노원구 동일로 지하 1074,포트홀
20231227900395010,보수,서부,용산구,신림~진관내선,서울대학교 입구 (신림동165),서울 용산구 한강로2가 257-1,서울특별시 용산구 한강대로 154,포트홀
20231227900023010,보수,강서,영등포구,신월~노량진선,한강대교남단 (노량진본동126),서울 영등포구 양평동1가 27-1,서울특별시 영등포구 영등포로 49,포트홀
20231227600057070,보수,시설관리공단,마포구,내부순환도시고속도로,마포구 성산동,서울 마포구 신정동 92-3,서울특별시 마포구 창전로 26,포트홀
20231227600028070,보수,강서,영등포구,온수~망우선,중랑구시계 (망우동산52-4),서울 영등포구 여의도동 2-11,서울특별시 영등포구 여의대로 56,포트홀
20231227170746001,보수,남부,영등포구,대림~영등포선,대림3거리 (대림1동948-1),영등포구 신길동 220-103,영등포구 영신로1길 1,포트홀
20231227170723001,보수,남부,영등포구,대림~영등포선,대림3거리 (대림1동948-1),,영등포구 신길로 177,포트홀
20231227170653001,보수,남부,서초구,사당~암사선,신창아파트R (암사동462),,서초구 서초대로 286,포트홀
20231227170607001,보수,남부,서초구,이수~청담선,이수교,서초구 잠원동 68-17,서초구 신반포로 165,포트홀
20231227170534001,보수,남부,서초구,과해~삼성선,김포공항 정문 (과해동624-10),,서초구 사평대로 310-4,포트홀
20231227170436001,보수,남부,서초구,사당~암사선,남성초교 (사당동산24-2),서초구 서초동 1377,서초구 서초대로 392,포트홀
20231227170342001,보수,남부,서초구,장지~가회선,복정4거리 (장지동608-5),서초구 양재동 19-14,서초구 강남대로 201,포트홀
20231227170304001,보수,남부,서초구,장지~가회선,복정4거리 (장지동608-5),서초구 서초동 1375,서울 서초구 남부순환로 지하 2585,포트홀
20231227170246001,보수,남부,서초구,장지~가회선,재동로타리 (가회동95),서초구 양재동 19-14,서초구 강남대로 202,포트홀
20231227170215001,보수,남부,서초구,장지~가회선,재동로타리 (가회동95),,서초구 강남대로 196,포트홀
20231227170114001,보수,남부,서초구,,,경기 과천시 주암동 산 2-12,경기도 과천시 은행나무길 19-1,포트홀
20231227170027001,보수,성동,성동구,을지~둔촌선,,성동구 행당동 130-1,성동구 왕십리로 275,포트홀
20231227165937001,보수,남부,서초구,사당~서빙고선,한강중학로타리 (서빙고동4-1)),서초구 방배동 2956-2,,포트홀
20231227165810001,보수,성동,광진구,성수~자양선,,광진구 자양동 653-3,광진구 뚝섬로 647,포트홀
20231227165359001,보수,성동,동대문구,회기~번동선,,동대문구 이문동 255-8,동대문구 이문로 143-1,포트홀
20231227164833001,보수,성동,중랑구,세곡~상계선,,중랑구 중화동 50-3,중랑구 동일로 795(버스차로),포트홀
20231227162853001,보수,성동,광진구,중곡~신내선,,광진구 중곡동 266-5,광진구 용마산로 29,포트홀
20231227162325001,보수,성동,동대문구,답십리~전농선,,동대문구 전농동 129-75,동대문구 서울시립대로 122 (코어구멍),포트홀
20231227162149001,보수,성동,광진구,노유~중곡선,,광진구 능동 281-5,광진구 능동로 246 (216호),포트홀
20231227162014001,보수,성동,성동구,내곡~월곡선,,성동구 행당동 320-9,성동구 고산자로 194,포트홀
20231227161810001,보수,성동,광진구,노유~중곡선,,광진구 화양동 39-5,광진구 능동로 170,포트홀
20231227161739001,보수,성동,광진구,노유~중곡선,,광진구 화양동 39-5,광진구 능동로 170,포트홀
20231227161022001,보수,성동,광진구,중곡~신내선,,광진구 중곡동 471-1,광진구 용마산로 4,포트홀
20231227160718001,보수,성동,광진구,서린~상일선,,광진구 구의동 91,광진구 천호대로 697,포트홀
20231227160552001,보수,성동,동대문구,창신~답십리선,,동대문구 답십리동 264-1,동대문구 전농로 50,포트홀
20231227095530001,보수,시설관리공단,금천구,서부간선,사천교로타리 (연희동446-13),경기 광명시 소하동 1271-17,경기도 광명시 금하로 550,포트홀
20231227095454001,보수,시설관리공단,금천구,서부간선,사천교로타리 (연희동446-13),,경기도 광명시 신촌로 54,포트홀
20231227095328001,보수,시설관리공단,금천구,서부간선,사천교로타리 (연희동446-13),,,포트홀
20231227095306001,보수,시설관리공단,금천구,서부간선,사천교로타리 (연희동446-13),,,포트홀
20231227094714001,보수,남부,서초구,장지~가회선,재동로타리 (가회동95),서초구 서초동 1366-9,서초구 강남대로 224,포트홀
20231227094659001,보수,시설관리공단,노원구,동부간선,노원구 상계동시계,,,포트홀
20231227094652001,보수,남부,서초구,장지~가회선,재동로타리 (가회동95),서초구 양재동 19-14,서초구 강남대로 196,포트홀
20231227094624001,보수,남부,서초구,장지~가회선,복정4거리 (장지동608-5),서초구 서초동 1366-9,서초구 강남대로 213,포트홀
20231227094606001,보수,남부,서초구,장지~가회선,재동로타리 (가회동95),,서초구 강남대로 186,포트홀
20231227094539001,보수,시설관리공단,노원구,동부간선,노원구 상계동시계,,,포트홀
20231227094531001,보수,남부,서초구,방화~사가정선,면목동 (면목동 524-33),,서초구 남부순환로 2271,포트홀
20231227094516001,보수,시설관리공단,노원구,동부간선,노원구 상계동시계,,노원구 한글비석로 6,포트홀
20231227094505001,보수,남부,관악구,방화~사가정선,행주대교,,관악구 남부순환로 1521,포트홀
20231227094454001,보수,시설관리공단,성동구,동부간선,노원구 상계동시계,,,포트홀
20231227094436001,보수,남부,관악구,방화~사가정선,행주대교,관악구 신림동 464,관악구 남부순환로 1549,포트홀
20231227094419001,보수,남부,관악구,방화~사가정선,행주대교,관악구 신림동 464,관악구 남부순환로 1551,포트홀
20231227094359001,보수,남부,금천구,시흥~독산본선,박미3거리R (시흥동936),금천구 독산동 1081-20,금천구 독산로 169,포트홀
20231227094014001,보수,남부,관악구,신림~진관내선,은평구시계 (진관내동569),관악구 신림동 150-38,관악구 관악로 1,포트홀
20231227093841001,보수,시설관리공단,성동구,동부간선,강남구 세곡동 시계,,,포트홀
20231227093822001,보수,시설관리공단,성동구,동부간선,강남구 세곡동 시계,,,포트홀
20231227093221001,보수,시설관리공단,금천구,서부간선,금천구 시계,,,포트홀
20231227093136001,보수,시설관리공단,강서구,올림픽대로,강동구 시계 (하일I.C),,,포트홀
20231227093003001,보수,시설관리공단,강동구,올림픽대로,강동구 시계 (하일I.C),,,포트홀
20231227092850001,보수,시설관리공단,강서구,올림픽대로,행주대교 남단 (개화I.C),,,포트홀
20231227092706001,보수,시설관리공단,동작구,올림픽대로,강동구 시계 (하일I.C),,동작구 현충로 119,포트홀
20231227092643001,보수,시설관리공단,동작구,올림픽대로,강동구 시계 (하일I.C),,,포트홀
20231227092612001,보수,시설관리공단,동작구,올림픽대로,강동구 시계 (하일I.C),,,포트홀
20231227092430001,보수,시설관리공단,영등포구,올림픽대로,강동구 시계 (하일I.C),,,포트홀
20231227092311001,보수,시설관리공단,양천구,신월~신당선,신월I.C,양천구 목동 919-1,,포트홀
20231227092253001,보수,시설관리공단,양천구,신월~신당선,신월I.C,,양천구 안양천로 939,포트홀
20231227092219001,보수,시설관리공단,양천구,신월~신당선,신월I.C,,강서구 국회대로 225,포트홀
20231227092104001,보수,시설관리공단,마포구,강변북로,마포구 상암동시계,,,포트홀
20231227091953001,보수,시설관리공단,강남구,우면~수서선,우면동시계 (우면동627-1),,,포트홀
20231227091926001,보수,시설관리공단,마포구,강변북로,마포구 상암동시계,,,포트홀
20231227091834001,보수,시설관리공단,마포구,강변북로,마포구 상암동시계,,,포트홀
20231227091735001,보수,시설관리공단,양천구,신월~신당선,한양공고앞 (신당동251),강서구 화곡동 951-2,양천구 국회대로 228,포트홀
20231227091121001,보수,시설관리공단,동대문구,동부간선,강남구 세곡동 시계,,,포트홀
20231227091059001,보수,시설관리공단,노원구,동부간선,노원구 상계동시계,,노원구 한글비석로 6,포트홀
20231227091038001,보수,시설관리공단,노원구,동부간선,노원구 상계동시계,,,포트홀
20231227090956001,보수,시설관리공단,동대문구,내부순환도시고속도로,마포구 성산동,,동대문구 천호대로 96-1,포트홀
20231227090904001,보수,시설관리공단,성북구,내부순환도시고속도로,마포구 성산동,,성북구 동소문로40길 47,포트홀
20231227090830001,보수,시설관리공단,성북구,내부순환도시고속도로,마포구 성산동,,성북구 정릉로 119,포트홀
20231227090735001,보수,시설관리공단,금천구,서부간선,금천구 시계,,,포트홀
20231227090717001,보수,시설관리공단,금천구,서부간선,금천구 시계,,금천구 안양천서자전거길 1238,포트홀
20231227090652001,보수,시설관리공단,금천구,서부간선,사천교로타리 (연희동446-13),,,포트홀
20231227090617001,보수,시설관리공단,금천구,서부간선,사천교로타리 (연희동446-13),,,포트홀
20231227090520001,보수,시설관리공단,광진구,강변북로,광진구 광장동시계,,,포트홀
20231227090457001,보수,시설관리공단,광진구,강변북로,광진구 광장동시계,,광진구 아차산로70길 61,포트홀
20231227090352001,보수,시설관리공단,성동구,강변북로,광진구 광장동시계,,성동구 둘레길 63-1,포트홀
20231227090335001,보수,시설관리공단,성동구,강변북로,광진구 광장동시계,,,포트홀
20231227090206001,보수,시설관리공단,송파구,올림픽대로,행주대교 남단 (개화I.C),,,포트홀
20231227090140001,보수,시설관리공단,강서구,올림픽대로,행주대교 남단 (개화I.C),,,포트홀
20231227090119001,보수,시설관리공단,강서구,올림픽대로,강동구 시계 (하일I.C),,강서구 양천로27길 261-40,포트홀
20231227085610001,보수,시설관리공단,송파구,올림픽대로,강동구 시계 (하일I.C),,강동구 선사로 48,포트홀
20231227085542001,보수,시설관리공단,강서구,올림픽대로,강동구 시계 (하일I.C),,,포트홀
20231227085459001,보수,시설관리공단,서대문구,내부순환도시고속도로,마포구 성산동,,서대문구 연희로 262-24,포트홀
20231227085431001,보수,시설관리공단,성북구,내부순환도시고속도로,마포구 성산동,,종로구 평창24길 18-17,포트홀
20231227085417001,보수,시설관리공단,성북구,내부순환도시고속도로,마포구 성산동,,성북구 정릉로6가길 14,포트홀
20231227085342001,보수,시설관리공단,성북구,내부순환도시고속도로,마포구 성산동,,성북구 화랑로 76,포트홀
20231227085313001,보수,시설관리공단,성북구,내부순환도시고속도로,마포구 성산동,,성북구 월곡로10길 128,포트홀
20231227085300001,보수,시설관리공단,성북구,내부순환도시고속도로,마포구 성산동,,성북구 월곡로10길 100,포트홀
20231227084502001,보수,시설관리공단,서초구,경부간선,양재 I.C (양재동 227-4),,,포트홀
20231227084410001,보수,시설관리공단,성동구,동부간선,강남구 세곡동 시계,,,포트홀
20231227084351001,보수,시설관리공단,노원구,동부간선,강남구 세곡동 시계,,,포트홀
20231227084328001,보수,시설관리공단,노원구,동부간선,노원구 상계동시계,,노원구 한글비석로 6,포트홀
20231227084259001,보수,시설관리공단,성동구,강변북로,광진구 광장동시계,,성동구 둘레15길 2,포트홀
20231227084154001,보수,시설관리공단,영등포구,올림픽대로,행주대교 남단 (개화I.C),,,포트홀
20231227084116001,보수,시설관리공단,서초구,올림픽대로,행주대교 남단 (개화I.C),,,포트홀
20231227084050001,보수,시설관리공단,동작구,올림픽대로,강동구 시계 (하일I.C),,동작구 현충로 85-12,포트홀
20231227083914001,보수,시설관리공단,영등포구,올림픽대로,강동구 시계 (하일I.C),,,포트홀
20231227083835001,보수,시설관리공단,영등포구,올림픽대로,강동구 시계 (하일I.C),,,포트홀
20231227083650001,보수,시설관리공단,영등포구,올림픽대로,강동구 시계 (하일I.C),,,포트홀
20231227083637001,보수,시설관리공단,영등포구,올림픽대로,강동구 시계 (하일I.C),,,포트홀
20231227083624001,보수,시설관리공단,영등포구,올림픽대로,강동구 시계 (하일I.C),,,포트홀
20231227083439001,보수,시설관리공단,송파구,올림픽대로,강동구 시계 (하일I.C),,강동구 선사로 48,포트홀
20231227083335001,보수,시설관리공단,강남구,동부간선,노원구 상계동시계,,,포트홀
20231227057708010,보수,강서,양천구,궁동~영등포선,구로구시계 (궁동 산1-71),서울 양천구 신정동 322-4,서울특별시 양천구 목동서로 375,포트홀
20231227057706010,보수,성동,동대문구,,,서울 동대문구 휘경동 119-3,서울특별시 동대문구 한천로 373,포트홀
20231227057697010,보수,동부,강남구,,,서울 강남구 세곡동 128-3,서울특별시 강남구 밤고개로34길 4,포트홀
20231227057665010,보수,강서,양천구,궁동~영등포선,구로구시계 (궁동 산1-71),서울 양천구 신정동 322-4,서울특별시 양천구 목동서로 340,포트홀
